FHIRJPCoreImplementationGuide : Validation Results
=========================================

err = 0, warn = 8, info = 114
IG Publisher Version: 1.1.127
Generated Mon Aug 01 09:49:39 UTC 2022. FHIR version 4.0.1 for hl7.fhir.jp.core#1.1.0a (canonical = http://jpfhir.jp/fhir/core)
 Build Errors : 0 / 0 / 0
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CapabilityStatement-jp-client-capabilitystatement : 0 / 0 / 46
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CapabilityStatement-jp-server-capabilitystatement : 0 / 0 / 40
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-jfagy-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-physicalexamcodes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-body-site-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-codes-dental-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-codes-ichi-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-codes-medical-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-codes-nurse-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-codes-stem7-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-condition-codes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-device-action-codes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-devicekind-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-followup-codes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-not-performed-reason-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-performer-role-codes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/CodeSystem-jp-procedure-reason-codes-cs : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Condition-jp-condition-example-1 : 0 / 0 / 7
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Coverage-jp-coverage-example-1 : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/DiagnosticReport-jp-diagnosticreport-radiology-example-1 : 0 / 2 / 4
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Encounter-jp-encounter-example1 : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Immunization-jp-immunization-example-1 : 0 / 0 / 4
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/ImplementationGuide-hl7.fhir.jp.core : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Location-jp-location-example-ope : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Location-jp-location-example-ward : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Medication-jp-medication-example-1 : 0 / 0 / 5
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Medication-jp-medication-example-2 : 0 / 0 / 7
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationAdministration-jp-medicationadministration-example-1 : 0 / 0 / 6
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationAdministration-jp-medicationadministration-example-2 : 0 / 0 / 3
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationAdministration-jp-medicationadministration-injection-example-1 : 0 / 0 / 12
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationAdministration-jp-medicationadministration-injection-example-2 : 0 / 0 / 13
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationDispense-jp-medicationdispense-example-1 : 0 / 0 / 9
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationDispense-jp-medicationdispense-injection-example-1 : 0 / 0 / 13
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationRequest-jp-medicationrequest-example-1 : 0 / 0 / 9
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationRequest-jp-medicationrequest-example-2 : 0 / 0 / 9
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationRequest-jp-medicationrequest-injection-example-1 : 0 / 0 / 18
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/MedicationRequest-jp-medicationrequest-injection-example-2 : 0 / 0 / 18
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Observation-bm-12345 : 0 / 2 / 4
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Observation-jp-observation-labresult-example-1 : 0 / 1 / 6
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Observation-jp-observation-socialhistory-example-1 : 0 / 1 / 5
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Observation-jp-observation-vitalsigns-example-1 : 0 / 2 / 4
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Organization-jp-organization-example-clinic : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Organization-jp-organization-example-payer : 0 / 0 / 1
 /home/runner/work/jp-core-v1x/jp-core-v1x/fsh-generated/resources/Patient-jp-patient-example-1 : 0 / 0 / 2
