URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/jp-imagingstudy-radiology,StructureDefinition/jp-specimen-common","SCT"
http://hl7.org/fhir/ValueSet/bodysite-laterality,4.0.1,draft,"2.16.840.1.113883.4.642.3.287",Laterality,Laterality,"Laterality: SNOMED-CT concepts for 'left', 'right', and 'bilateral'","StructureDefinition/jp-imagingstudy-radiology","SCT"
http://hl7.org/fhir/ValueSet/immunization-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.295",ImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.","StructureDefinition/jp-immunization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/jp-specimen-common","jpfhir-terminology"
http://hl7.org/fhir/ValueSet/medication-admin-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.340",MedicationAdministration Status Codes,Medication administration  status  codes,"MedicationAdministration Status Codes","StructureDefinition/jp-medicationadministrationBase","THO"
http://hl7.org/fhir/ValueSet/specimen-collection-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.468",FHIRSpecimenCollectionMethod,FHIR Specimen Collection Method," This example value set defines a set of codes that can be used to indicate the method by which a specimen was collected.","StructureDefinition/jp-specimen-common","SCT"
http://hl7.org/fhir/ValueSet/specimen-container-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.470",SpecimenContainerType,Specimen Container Type,"Checks on the patient prior specimen collection. All SNOMED CT concepts descendants of 706041008 |Device for body fluid and tissue collection/transfer/processing (physical object)|","StructureDefinition/jp-specimen-common","SCT"
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/jp-specimen-common","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/jp-specimen-common","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/jp-medicationrange-unitoftime,StructureDefinition/jp-medicationratio-doseperday,StructureDefinition/jp-medicationratio-doseperperiod","UCUM"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_DosageInstructionLine_VS,1.2.0-dev,active,,JP_MedicationExampleLine_VS,JP Core Medication Example Line ValueSet,"投与ラインの値セット例","StructureDefinition/jp-medicationdosage-line","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageComment_VS,1.2.0-dev,active,,JP_MedicationExampleDosageComment_VS,JP Core Medication Example DosageComment ValueSet,"注射用法コメントの値セット例","StructureDefinition/jp-medicationdosage-dosagecomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageLineComment_VS,1.2.0-dev,active,,JP_MedicationExampleLineComment_VS,JP Core Medication Example LineComment ValueSet,"注射ラインコメントの値セット例","StructureDefinition/jp-medicationdosage-linecomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageMethodComment_VS,1.2.0-dev,active,,JP_MedicationExampleMethodComment_VS,JP Core Medication Example MethodComment ValueSet,"注射手技コメントの値セット例","StructureDefinition/jp-medicationdosage-methodcomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageRateComment_VS,1.2.0-dev,active,,JP_MedicationExampleRateComment_VS,JP Core Medication Example RateComment ValueSet,"注射投与速度コメントの値セット例","StructureDefinition/jp-medicationdosage-ratecomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageRouteComment_VS,1.2.0-dev,active,,JP_MedicationExampleRouteComment_VS,JP Core Medication Example RouteComment ValueSet,"注射投与経路コメントの値セット例","StructureDefinition/jp-medicationdosage-routecomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageSiteComment_VS,1.2.0-dev,active,,JP_MedicationExampleSiteComment_VS,JP Core Medication Example SiteComment ValueSet,"注射投与部位コメントの値セット例","StructureDefinition/jp-medicationdosage-sitecomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationUncategorizedComment_VS,1.2.0-dev,active,,JP_MedicationExampleUncategorizedComment_VS,JP Core MedicationAdministration Example Uncategorized Comment ValueSet,"注射実施未分類コメントの値セット例","StructureDefinition/jp-medicationadministration-uncategorizedcomment","Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationInstructionForDispenseJHSP0002_VS,1.1.0a,active,,JP_MedicationInstructionForDispenseJHSP0002_VS,JP Core Medication JHSP0002 Instruction For Dispense ValueSet,"JAHIS処方データ交換規約Ver.3.0C JHSP表0002調剤特別指示の値セット","StructureDefinition/jp-medicationdispense-preparation,StructureDefinition/jp-medicationrequest-dispenserequest-instructionfordispense","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_AllergyIntolerance_VS,2023.9.25,active,,JP_AllergyIntolerance_VS,JP Core AllergyIntolerance ValueSet,"アレルギー・不耐症に関連するアレルゲン値セット","StructureDefinition/jp-allergyintolerance","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConclusionCodesJed_VS,1.2.0-dev,active,,JP_ConclusionCodesJed_VS,JP Core DiagnosticReport Endoscopy Conclusion Codes JED ValueSet,"日本消化器内視鏡学会が推進するJED (Japan Endoscopy Database) Projectのコード値セットのうち主に「質的診断」に該当するコード","StructureDefinition/jp-diagnosticreport-endoscopy","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseCodeICD10_VS,1.2.0-dev,active,,JP_ConditionDiseaseCodeICD10_VS,JP Core Condition Disease Code ICD-10 ValueSet,"ICD-10コードを示す値セット","StructureDefinition/jp-condition-diagnosis","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseCodeMEDISExchange_VS,1.2.0-dev,active,,JP_ConditionDiseaseCodeMEDISExchange_VS,JP Core Condition Disease Code MEDIS Exchange ValueSet,"MEDIS ICD10対応標準病名マスター(交換用コード) を示す値セット","StructureDefinition/jp-condition-diagnosis","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseCodeMEDISRecordNo_VS,1.2.0-dev,active,,JP_ConditionDiseaseCodeMEDISRecordNo_VS,JP Core Condition Disease Code MEDIS RecordNo ValueSet,"MEDIS ICD10対応標準病名マスター(管理番号) を示す値セット","StructureDefinition/jp-condition-diagnosis","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseCodeReceipt_VS,1.2.0-dev,active,,JP_ConditionDiseaseCodeReceipt_VS,JP Core Condition Disease Code Receipt System ValueSet,"レセプト電算用傷病名マスターを示す値セット","StructureDefinition/jp-condition-diagnosis","Other"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseModifierMEDISExchange_VS,1.2.0-dev,active,,JP_ConditionDiseaseModifierMEDISExchange_VS,JP Core Condition Disease Modifier MEDIS Exchange ValueSet,"MEDIS ICD10対応標準病名マスター(修飾語交換用コード) を示す値セット","StructureDefinition/jp-condition-disease-postfix-modifier,StructureDefinition/jp-condition-disease-prefix-modifier","Other"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseModifierMEDISRecordNo_VS,1.2.0-dev,active,,JP_ConditionDiseaseModifierMEDISRecordNo_VS,JP Core Condition Disease Modifier MEDIS Record No ValueSet,"MEDIS ICD10対応標準病名マスター(修飾語管理番号) を示す値セット","StructureDefinition/jp-condition-disease-postfix-modifier,StructureDefinition/jp-condition-disease-prefix-modifier","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseModifierReceipt_VS,1.2.0-dev,active,,JP_ConditionDiseaseModifierReceipt_VS,JP Core Condition Disease Modifier Receipt System ValueSet,"レセプト電算用修飾語マスターを示す値セット","StructureDefinition/jp-condition-disease-postfix-modifier,StructureDefinition/jp-condition-disease-prefix-modifier","Other"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseOutcomeHL70241_JHSD0006_VS,1.2.0-dev,active,,JP_ConditionDiseaseOutcomeHL70241_JHSD0006_VS,JP Core Condition Disease Outcome HL70241+JHSD0006 ValueSet,"HL7表0241+JHSD表0006の病名転帰区分を示す値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseOutcomeHL70241_VS,1.2.0-dev,active,,JP_ConditionDiseaseOutcomeHL70241_VS,JP Core Condition Disease Outcome HL70241 ValueSet,"HL7表0241の病名転帰区分を示す値セット","StructureDefinition/jp-condition-disease-outcome","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseOutcomeJHSD0006_VS,1.2.0-dev,active,,JP_ConditionDiseaseOutcomeJHSD0006_VS,JP Core Condition Disease Outcome JHSD0006 ValueSet,"JHSD表0006の病名転帰区分を示す値セット","StructureDefinition/jp-condition-disease-outcome","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionDiseaseOutcomeReceipt_VS,1.2.0-dev,active,,JP_ConditionDiseaseOutcomeReceipt_VS,JP Core Condition Disease Outcome Receipt System ValueSet,"レセプト電算システムの病名転帰区分を示す値セット","StructureDefinition/jp-condition-disease-outcome","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionSeverity_VS,1.2.0-dev,active,,JP_ConditionSeverity_VS,JP Core Condition Severity ValueSet,"Conditionの重症度を示す値セット","StructureDefinition/jp-condition","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_DICOMModality_VS,1.2.0-dev,active,,JP_DICOMModality_VS,JP Core DICOM Modality ValueSet,"放射線モダリテに対する 値セット","StructureDefinition/jp-imagingstudy-endoscopy,StructureDefinition/jp-imagingstudy-radiology,StructureDefinition/jp-media-endoscopy,StructureDefinition/jp-diagnosticreport-radiology","DICOM"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalBodySiteStatus_VS,1.2.0-dev,active,,JP_DentalBodySiteStatus_VS,JP Core Dental BodySiteStatus ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する身体部位状態コード","StructureDefinition/jp-observation-dentaloral-bodysitestatus","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalBodySite_VS,1.2.0-dev,active,,JP_DentalBodySite_VS,JP Core Dental BodySite ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する身体部位コード","StructureDefinition/jp-observation-dentaloral-toothtreatmentcondition,StructureDefinition/jp-observation-dentaloral-toothexistence","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalBodyStructure_VS,1.2.0-dev,active,,JP_DentalBodyStructure_VS,JP Core Dental BodyStructure ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する歯の詳細部位構造コード","StructureDefinition/jp-observation-dentaloral-bodystructure","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalFundamentalStatus_VS,1.2.0-dev,active,,JP_DentalFundamentalStatus_VS,JP Core Dental FundamentalStatus ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する歯の基礎状態コード","StructureDefinition/jp-observation-dentaloral-toothexistence","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalMissingTeethObservation_VS,1.2.0-dev,active,,JP_DentalMissingTeethObservation_VS,JP Core Dental MissingTeethObservation ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalPresentTeethObservation_VS,1.2.0-dev,active,,JP_DentalPresentTeethObservation_VS,JP Core Dental PresentTeethObservation ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード","StructureDefinition/jp-observation-dentaloral-toothtreatmentcondition","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalSimpleMissingTeethObservation_VS,1.2.0-dev,active,,JP_DentalSipmleMissingTeethObservation_VS,JP Core Dental SimpleMissingTeethObservation ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード（簡易版）",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DentalSimplePresentTeethObservation_VS,1.2.0-dev,active,,JP_DentalSimplePresentTeethObservation_VS,JP Core Dental SimplePresentTeethObservation ValueSet,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード（簡易版）","StructureDefinition/jp-observation-dentaloral-toothtreatmentcondition","Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_Department_SsMix_VS,1.1.0a,active,,JP_Department_SsMix_VS,JP Core Department SS-MIX ValueSet,"SS-MIX統一診療科コードの値セット","StructureDefinition/jp-medicationadministration-requestdepartment","jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_DiagnosticReportCategory_VS,1.2.0-dev,active,,JP_DiagnosticReportCategory_VS,JP Core Diagnostic Report Category ValueSet,"DiagnosticReportカテゴリ 値セット","StructureDefinition/jp-diagnosticreport-endoscopy,StructureDefinition/jp-diagnosticreport-microbiology,StructureDefinition/jp-diagnosticreport-labresult,StructureDefinition/jp-diagnosticreport-dentaloral,StructureDefinition/jp-diagnosticreport-radiology","LOINC"
