URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageComment_VS,1.2.0-dev,active,,JP_MedicationExampleDosageComment_VS,JP Core Medication Example DosageComment ValueSet,"注射用法コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageLineComment_VS,1.2.0-dev,active,,JP_MedicationExampleLineComment_VS,JP Core Medication Example LineComment ValueSet,"注射ラインコメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageMethodComment_VS,1.2.0-dev,active,,JP_MedicationExampleMethodComment_VS,JP Core Medication Example MethodComment ValueSet,"注射手技コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageRateComment_VS,1.2.0-dev,active,,JP_MedicationExampleRateComment_VS,JP Core Medication Example RateComment ValueSet,"注射投与速度コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageRouteComment_VS,1.2.0-dev,active,,JP_MedicationExampleRouteComment_VS,JP Core Medication Example RouteComment ValueSet,"注射投与経路コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationDosageSiteComment_VS,1.2.0-dev,active,,JP_MedicationExampleSiteComment_VS,JP Core Medication Example SiteComment ValueSet,"注射投与部位コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationAdministrationUncategorizedComment_VS,1.2.0-dev,active,,JP_MedicationExampleUncategorizedComment_VS,JP Core MedicationAdministration Example Uncategorized Comment ValueSet,"注射実施未分類コメントの値セット例",,"Internal"
http://jpfhir.jp/fhir/Examples/ValueSet/JP_MedicationRequestDosageInstructionLine_VS,1.2.0-dev,active,,JP_MedicationExampleLine_VS,JP Core Medication Example Line ValueSet,"投与ラインの値セット例",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConclusionCodesJed_VS,1.2.0-dev,active,,JP_ConclusionCodesJed_VS,JP Core DiagnosticReport Endoscopy Conclusion Codes JED ValueSet,"日本消化器内視鏡学会が推進するJED (Japan Endoscopy Database) Projectのコード値セットのうち主に「質的診断」に該当するコード",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ConditionSeverity_VS,1.2.0-dev,active,,JP_ConditionSeverity_VS,JP Core Condition Severity ValueSet,"Conditionの重症度を示す値セット",,"jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_DiagnosticReportCategory_VS,1.2.0-dev,active,,JP_DiagnosticReportCategory_VS,JP Core Diagnostic Report Category ValueSet,"DiagnosticReportカテゴリ 値セット",,"LOINC"
http://jpfhir.jp/fhir/core/ValueSet/JP_DocumentCodes_DiagnosticReport_VS,1.2.0-dev,active,,JP_DocumentCodes_DiagnosticReport_VS,JP Core Document Codes DiagnosticReport ValueSet,"Document Codes DiagnosticReport 値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_DocumentCodes_Endoscopy_VS,1.2.0-dev,active,,JP_DocumentCodes_Endoscopy_VS,JP Core Document Codes Endoscopy ValueSet,"Document Codes Endoscopy 値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_MedicalLicenseCertificate_VS,1.2.0-dev,active,,JP_MedicalLicenseCertificate_VS,JP Core MedicalLicense Certificate ValueSet,"医療関連免許証明に関する値セット",,"jpfhir-terminology"
http://jpfhir.jp/fhir/core/ValueSet/JP_MicrobiologyCategory_VS,1.2.0-dev,active,,JP_MicrobiologyCategory_VS,JP Core MicrobiologyCategory ValueSet,"微生物学検査カテゴリ値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_Microbiology_AntiMicrobialDrug_VS,1.2.0-dev,active,,JP_Microbiology_AntiMicrobialDrug_VS,JP Core Microbiology AntiMicrobial Drug ValueSet,"微生物学検査 抗微生物学的薬剤値セット   本コードは厚生労働省院内感染対策サーベイランス事業(https://janis.mhlw.go.jp/)で作成されているマスタを編集・加工して利用している",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_Microbiology_InfectiousAgent_VS,1.2.0-dev,active,,JP_Microbiology_InfectiousAgent_VS,JP Core Microbiology Infectious Agent ValueSet,"微生物学的検査感染性物質値セット   本コードは厚生労働省院内感染対策サーベイランス事業(https://janis.mhlw.go.jp/)で作成されているマスタを編集・加工して利用している",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ObservationBodyMeasurementCategory_VS,1.2.0-dev,active,,JP_ObservationBodyMeasurementCategory_VS,JP Core Observation BodyMeasurement Category ValueSet,"Observation（身体計測）カテゴリで使用する分類の値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ObservationBodyMeasurementCode_VS,1.2.0-dev,active,,JP_ObservationBodyMeasurementCode_VS,JP Core Observation BodyMeasurement Code ValueSet,"Observation（身体計測）コードで使用する項目値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ObservationBodySite_VS,1.2.0-dev,active,,JP_ObservationBodySite_VS,JP Core Observation BodySite ValueSet,"Observationで使用する身体部位の値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ObservationCategory_Microbiology_VS,1.2.0-dev,active,,JP_ObservationCategory_Microbiology_VS,JP Core MicrobiologyCategory ValueSet,"微生物学検査カテゴリ値セット",,"LOINC"
http://jpfhir.jp/fhir/core/ValueSet/JP_PhysicalExamCode_VS,1.2.0-dev,active,,JP_PhysicalExamCode_VS,JP Core Physical Exam Code ValueSet,"身体所見の区分を表す値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureBodySite_VS,1.2.0-dev,active,,JP_ProcedureBodySite_VS,JP Core Procedure BodySite ValueSet,"処置の対象となる身体部位のコード",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureCodesICHI_VS,1.2.0-dev,active,,JP_ProcedureCodesICHI_VS,JP Core Procedure Codes ICHI ValueSet,"処置のコード:ICHI(International Classification of Health Interventions)の値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureCondition_VS,1.2.0-dev,active,,JP_ProcedureCondition_VS,JP Core Procedure Condition ValueSet,"処置中もしくは処置の後に発生した合併症を示すコード(Condition/Problem/Diagnosis)の値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureDeviceAction_VS,1.2.0-dev,active,,JP_ProcedureDeviceAction_VS,JP Core Procedure Device Action ValueSet,"処置の実施中に機器に起こった変化を示す値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureDeviceKind_VS,1.2.0-dev,active,,JP_ProcedureDeviceKind_VS,JP Core Procedure Device Kind ValueSet,"処置の実施に利用された医療機器を識別する値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureFollowUp_VS,1.2.0-dev,active,,JP_ProcedureFollowUp_VS,JP Core Procedure Follow Up ValueSet,"処置のフォローアップとして実施される処置の値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureNotPerformedReason_VS,1.2.0-dev,active,,JP_ProcedureNotPerformedReason_VS,JP Core Procedure Not Performed Reason ValueSet,"処置が実施されなかった理由、または開始された処置が完了しなかった理由を示す値セット",,"Internal"
http://jpfhir.jp/fhir/core/ValueSet/JP_ProcedureOutcome_VS,1.2.0-dev,active,,JP_ProcedureOutcome_VS,JP Core Procedure Outcome ValueSet,"処置が実施されたアウトカムを示す値セット",,"Internal"
